fund_id,fund_name,legal_name,fund_manager_id,fund_manager_name,strategy,sub_strategy,vintage_year,domicile,base_currency,fund_size,fund_size_currency,first_close_date,final_close_date,termination_date,fund_status,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
FUND_0643,IMP - Base,IMP - Base,,"GID Investment Advisers, LLC",Diversified Alternatives,Multi-Strategy,2001,,USD,309719350.307929,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP - Base / 1-Yr Total Return,,ACTIVE,
FUND_0644,IMP - DT 2012 and Beyond,IMP - DT 2012 and Beyond,,"GID Investment Advisers, LLC",Diversified Alternatives,Multi-Strategy,2011,,USD,539072253.818568,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP - DT 2012 and Beyond / 1-Yr Total Return,,ACTIVE,
FUND_0645,IMP - ICMI,IMP - ICMI,,"GID Investment Advisers, LLC",Diversified Alternatives,Multi-Strategy,2016,,USD,156168778.038360,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP - ICMI / 1-Yr Total Return,,ACTIVE,
FUND_0646,IMP Abaca,IMP Abaca,,"GID Investment Advisers, LLC",Diversified Alternatives,Multi-Strategy,2012,,USD,564784198.534259,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP Abaca / 1-Yr Total Return,,ACTIVE,
FUND_0647,IMP DT 2020,IMP DT 2020,,"GID Investment Advisers, LLC",Diversified Alternatives,Multi-Strategy,2012,,USD,574623944.917084,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP DT 2020 / 1-Yr Total Return,,ACTIVE,
FUND_0648,"IMP Fairmont Residential Owner, LLC","IMP Fairmont Residential Owner, LLC",,"GID Investment Advisers, LLC",Diversified Alternatives,Multi-Strategy,2006,,USD,282204618.818755,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP Fairmont Residential Owner, LLC / 1-Yr Total Return",,ACTIVE,
FUND_0649,Insight Equity I LP,Insight Equity I LP,,Insight Equity Holdings LLC,Secondary Investments,Multi-Strategy,2002,,USD,221813062.177299,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,Consolidated Schedule of Investments / Insight Equity I LP / Cost,,ACTIVE,
FUND_0650,Insight Equity II LP,Insight Equity II LP,,Insight Equity Holdings LLC,Secondary Investments,Multi-Strategy,2021,,USD,432950335.069817,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,Consolidated Schedule of Investments / Insight Equity II LP / Cost,,ACTIVE,
FUND_0651,"Insight Partners (Cayman) XII Buyout Annex Fund, L.P.","Insight Partners (Cayman) XII Buyout Annex Fund, L.P.",,Insight Partners,Early Secondary Investments,Buyout,2009,,USD,338962564.319922,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Insight Partners (Cayman) XII Buyout Annex Fund, L.P. / Cost",,ACTIVE,
FUND_0652,"Insight Partners Continuation Fund (Cayman), L.P.","Insight Partners Continuation Fund (Cayman), L.P.",,Insight Partners,Secondary Investments,Multi-Strategy,2024,,USD,480838872.788013,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Partners Continuation Fund (Cayman), L.P. / Cost",,ACTIVE,
FUND_0653,"Insight Partners Continuation Fund, L.P.","Insight Partners Continuation Fund, L.P.",,Insight Partners,Secondary Investments,Multi-Strategy,2012,,USD,524175432.910636,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Partners Continuation Fund, L.P. / Cost",,ACTIVE,
FUND_0654,"Insight Venture Partners (Cayman) IX, L.P.","Insight Venture Partners (Cayman) IX, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2001,,USD,374819823.046425,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners (Cayman) IX, L.P. / Cost",,ACTIVE,
FUND_0655,"Insight Venture Partners (Cayman) VIII, L.P.","Insight Venture Partners (Cayman) VIII, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2017,,USD,411675486.661205,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners (Cayman) VIII, L.P. / Cost",,ACTIVE,
FUND_0656,"Insight Venture Partners (Cayman) X, L.P.","Insight Venture Partners (Cayman) X, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2001,,USD,393610882.563774,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners (Cayman) X, L.P. / Cost",,ACTIVE,
FUND_0657,"Insight Venture Partners Coinvestment Fund (Delaware) III, L.P.","Insight Venture Partners Coinvestment Fund (Delaware) III, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2021,,USD,252000138.682381,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners Coinvestment Fund (Delaware) III, L.P. / Cost",,ACTIVE,
FUND_0658,"Insight Venture Partners Coinvestment Fund II, L.P.","Insight Venture Partners Coinvestment Fund II, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2003,,USD,365624894.042852,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners Coinvestment Fund II, L.P. / Cost",,ACTIVE,
FUND_0659,"Insight Venture Partners Coinvestment Fund III, L.P.","Insight Venture Partners Coinvestment Fund III, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2010,,USD,176993144.503279,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners Coinvestment Fund III, L.P. / Cost",,ACTIVE,
FUND_0660,"Insight Venture Partners Growth-Buyout Coinvestment Fund (Cayman), L.P.","Insight Venture Partners Growth-Buyout Coinvestment Fund (Cayman), L.P.",,Insight Partners,Secondary Investments,Venture Capital,2021,,USD,424632584.920630,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners Growth-Buyout Coinvestment Fund (Cayman), L.P. / Cost",,ACTIVE,
FUND_0661,"Insight Venture Partners Growth-Buyout Coinvestment Fund, L.P.","Insight Venture Partners Growth-Buyout Coinvestment Fund, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2011,,USD,177366768.401304,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners Growth-Buyout Coinvestment Fund, L.P. / Cost",,ACTIVE,
FUND_0662,"Insight Venture Partners IX, L.P.","Insight Venture Partners IX, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2019,,USD,480418658.592201,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners IX, L.P. / Cost",,ACTIVE,
FUND_0663,"Insight Venture Partners VII, L.P.","Insight Venture Partners VII, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2006,,USD,264574675.547693,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners VII, L.P. / Cost",,ACTIVE,
FUND_0664,"Insight Venture Partners VIII (Co-Investors), L.P.","Insight Venture Partners VIII (Co-Investors), L.P.",,Insight Partners,Secondary Investments,Venture Capital,2009,,USD,533499281.828119,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners VIII (Co-Investors), L.P. / Cost",,ACTIVE,
FUND_0665,"Insight Venture Partners VIII, L.P.","Insight Venture Partners VIII, L.P.",,Insight Partners,Secondary Investments,Venture Capital,2006,,USD,490424768.756974,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Insight Venture Partners VIII, L.P. / Cost",,ACTIVE,
FUND_0666,"Institutional Logistics Partners, LLC","Institutional Logistics Partners, LLC",,Bentall GreenOak,Diversified Alternatives,Multi-Strategy,2002,,USD,468455177.808372,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Institutional Logistics Partners, LLC / 1-Yr Total Return",,ACTIVE,
FUND_0667,International Infrastructure Finance Company Fund,International Infrastructure Finance Company Fund,,Newmarket Investment Management LP,Infrastructure,Infrastructure,2013,,USD,563818069.223833,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / International Infrastructure Finance Company Fund / Capital Commitment,,ACTIVE,
FUND_0668,"Investcorp Aspen Offshore Fund, L.P.","Investcorp Aspen Offshore Fund, L.P.",,Investcorp,Direct Investments/Co-Investments,Multi-Strategy,2008,,USD,513365412.908880,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Investcorp Aspen Offshore Fund, L.P. / Cost",,ACTIVE,
FUND_0669,Investindustrial VII L.P.,Investindustrial VII L.P.,,Investindustrial,Secondary Investments,Multi-Strategy,2020,,USD,430012956.701337,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Investindustrial VII L.P. / Cost,,ACTIVE,
FUND_0670,"Ironsides Offshore Direct Investment Fund V, L.P.","Ironsides Offshore Direct Investment Fund V, L.P.",,"Constitution Capital Partners, LLC",Early Secondary Investments,Multi-Strategy,2002,,USD,409434335.233020,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Ironsides Offshore Direct Investment Fund V, L.P. / Cost",,ACTIVE,
FUND_0671,Ivy Investment Vehicle LDC (SWPM),Ivy Investment Vehicle LDC (SWPM),,Global Infrastructure Partners,Diversified Alternatives,Multi-Strategy,2015,,USD,548055847.771288,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / Ivy Investment Vehicle LDC (SWPM) / Ending Market Value (MM),,ACTIVE,
FUND_0672,JER Real Estate Partners,JER Real Estate Partners,,"JER Management, LLC",Real Estate,Diversified Real Estate,1997,,USD,363349612.568504,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / JER Real Estate Partners / Capital Commitment,,ACTIVE,
FUND_0673,JER Real Estate Partners II,JER Real Estate Partners II,,"JER Management, LLC",Real Estate,Diversified Real Estate,1999,,USD,483963324.375408,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / JER Real Estate Partners II / Capital Commitment,,ACTIVE,
FUND_0674,JLL Income Property Trust,JLL Income Property Trust,,"LaSalle Investment Management, Inc.",Real Estate,Diversified Real Estate,2015,,USD,508098038.911069,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC132,1,FREQUENT REVALUATIONS / NAV calculation frequency,,ACTIVE,
FUND_0675,"JLL Partners Fund VII Secondary (A), L.P.","JLL Partners Fund VII Secondary (A), L.P.",,JLL Partners,Secondary Investments,Secondaries,2019,,USD,480508310.228126,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / JLL Partners Fund VII Secondary (A), L.P. / Cost",,ACTIVE,
FUND_0676,JP Morgan Strategic Property Fund,JP Morgan Strategic Property Fund,,J.P. Morgan Asset Management,Real Estate,Diversified Real Estate,2017,,USD,561479793.058321,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / JP Morgan Strategic Property Fund / Capital Commitment,,ACTIVE,
FUND_0677,JPMorgan US Government Money Market Fund,JPMorgan US Government Money Market Fund,,J.P. Morgan Investment Management Inc.,Money Market Funds,Multi-Strategy,2011,,USD,470895178.305795,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,7,Consolidated Schedule of Investments / JPMorgan US Government Money Market Fund / Fair Value,,ACTIVE,
FUND_0678,"Kelso Investment Associates IX, L.P.","Kelso Investment Associates IX, L.P.",,"Kelso & Company, L.P.",Secondary Investments,Multi-Strategy,2006,,USD,423847651.262370,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / Kelso Investment Associates IX, L.P. / Cost",,ACTIVE,
FUND_0679,"Kelso Investment Associates VIII, L.P.","Kelso Investment Associates VIII, L.P.",,"Kelso & Company, L.P.",Secondary Investments,Multi-Strategy,2019,,USD,325321575.253816,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / Kelso Investment Associates VIII, L.P. / Cost",,ACTIVE,
FUND_0680,"KeyStone Industrial Fund, LP","KeyStone Industrial Fund, LP",,KTR Capital Partners,Diversified Alternatives,Multi-Strategy,2006,,USD,543898523.430089,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / KeyStone Industrial Fund, LP / Capital Commitment",,ACTIVE,
FUND_0681,"Kildare European Partners I, L.P.","Kildare European Partners I, L.P.",,Kildare Partners,Opportunistic,Multi-Strategy,2003,,USD,316950503.518785,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Kildare European Partners I, L.P. / 1 Year",,ACTIVE,
FUND_0682,"Kildare European Partners II, L.P.","Kildare European Partners II, L.P.",,Kildare Partners,Opportunistic,Multi-Strategy,2019,,USD,257310988.900939,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Kildare European Partners II, L.P. / 1 Year",,ACTIVE,
FUND_0683,KKR Americas Fund XII L.P.,KKR Americas Fund XII L.P.,,Kohlberg Kravis Roberts & Co. L.P.,Secondary Investments,Multi-Strategy,2006,,USD,522360858.594054,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / KKR Americas Fund XII L.P. / Cost,,ACTIVE,
FUND_0684,KKR Asian Fund II TE Blocker L.P.,KKR Asian Fund II TE Blocker L.P.,,Kohlberg Kravis Roberts & Co. L.P.,Secondary Investments,Multi-Strategy,2017,,USD,485551946.944107,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / KKR Asian Fund II TE Blocker L.P. / Cost,,ACTIVE,
FUND_0685,KKR European Fund V (USD) SCSp,KKR European Fund V (USD) SCSp,,Kohlberg Kravis Roberts & Co. L.P.,Secondary Investments,Multi-Strategy,2004,,USD,407701384.547626,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / KKR European Fund V (USD) SCSp / Cost,,ACTIVE,
FUND_0686,KKR North America Fund XI L.P.,KKR North America Fund XI L.P.,,Kohlberg Kravis Roberts & Co. L.P.,Secondary Investments,Multi-Strategy,2023,,USD,260373523.054741,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / KKR North America Fund XI L.P. / Cost,,ACTIVE,
FUND_0687,"KTR Industrial Fund II, LP","KTR Industrial Fund II, LP",,KTR Capital Partners,Diversified Alternatives,Multi-Strategy,2008,,USD,379993009.525056,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / KTR Industrial Fund II, LP / Capital Commitment",,ACTIVE,
FUND_0688,KTR Industrial Fund III,KTR Industrial Fund III,,KTR Capital Partners,Diversified Alternatives,Multi-Strategy,2013,,USD,530737937.115267,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / KTR Industrial Fund III / Capital Commitment,,ACTIVE,
FUND_0689,"L Catterton IX, L.P.","L Catterton IX, L.P.",,Catterton Management Company LLC,Early Secondary Investments,Multi-Strategy,2005,,USD,599988051.175010,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / L Catterton IX, L.P. / Cost",,ACTIVE,
FUND_0690,Land Management Company Resmark,Land Management Company Resmark,,The Resmark Companies,Diversified Alternatives,Multi-Strategy,2011,,USD,438340005.607534,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / Land Management Company Resmark / 1-Yr Total Return,,ACTIVE,
FUND_0691,"Landmark Real Estate Partners VII, L.P.","Landmark Real Estate Partners VII, L.P.",,Landmark Partners LLC,Real Estate,Diversified Real Estate,2014,,USD,342262590.330426,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,"Real Estate Portfolio / Landmark Real Estate Partners VII, L.P. / Capital Commitment",,ACTIVE,
FUND_0692,LaSalle REIT,LaSalle REIT,,LaSalle Investment Management,Diversified Alternatives,Multi-Strategy,1985,,USD,484564537.040172,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,REITS / LaSalle REIT / Fair Market Value,,ACTIVE,
FUND_0693,LBA Core Industrial,LBA Core Industrial,,LBA Realty LLC,Diversified Alternatives,Multi-Strategy,2019,,USD,244804693.808221,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / LBA Core Industrial / Fair Market Value,,ACTIVE,
FUND_0694,LBA Logistics Value Fund IX,LBA Logistics Value Fund IX,,LBA Realty LLC,Diversified Alternatives,Multi-Strategy,2021,,USD,586289225.899199,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / LBA Logistics Value Fund IX / Capital Commitment,,ACTIVE,
FUND_0695,"LBA Logistics Value Fund X, LP","LBA Logistics Value Fund X, LP",,LBA Realty LLC,Diversified Alternatives,Multi-Strategy,2024,,USD,499832385.207526,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,"Separate Accounts / LBA Logistics Value Fund X, LP / Fair Market Value",,ACTIVE,
FUND_0696,"Lee Equity Partners Fund II, L.P.","Lee Equity Partners Fund II, L.P.",,"Lee Equity Partners, LLC",Secondary Investments,Buyout,2009,,USD,507932145.598323,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / Lee Equity Partners Fund II, L.P. / Cost",,ACTIVE,
FUND_0697,"Lightspeed Venture Partners IX, L.P.","Lightspeed Venture Partners IX, L.P.",,"Lightspeed Management Company, L.L.C.",Secondary Investments,Venture Capital,2010,,USD,173283483.660676,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / Lightspeed Venture Partners IX, L.P. / Cost",,ACTIVE,
FUND_0699,Lincoln CIP Industrial Value Add,Lincoln CIP Industrial Value Add,,,Diversified Alternatives,Multi-Strategy,2022,,USD,594966426.032818,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Lincoln CIP Industrial Value Add / Capital Commitment,,ACTIVE,
FUND_0700,Lincoln Holdings,Lincoln Holdings,,,Diversified Alternatives,Multi-Strategy,2000,,USD,380430600.157745,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Lincoln Holdings / Fair Market Value,,ACTIVE,
FUND_0701,Lincoln Non Mandate,Lincoln Non Mandate,,,Diversified Alternatives,Multi-Strategy,2005,,USD,456929584.629891,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Lincoln Non Mandate / Fair Market Value,,ACTIVE,
FUND_0702,Lincoln Timber L.P.,Lincoln Timber L.P.,,"Campbell Global, LLC",Natural Resources,Natural Resources,2011,,USD,232273561.195392,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / Lincoln Timber L.P. / 1-Yr Total Return,,ACTIVE,
FUND_0703,Lion Mexico Fund,Lion Mexico Fund,,"Clarion Partners, LLC",Diversified Alternatives,Multi-Strategy,2007,,USD,423956626.133848,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Lion Mexico Fund / Capital Commitment,,ACTIVE,
FUND_0704,"Lion/Simba Investors, L.P.","Lion/Simba Investors, L.P.",,Lion/Simba Investors General Partner Limited,Secondary Investments,Multi-Strategy,2001,,USD,285887261.434387,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / Lion/Simba Investors, L.P. / Cost",,ACTIVE,
FUND_0705,Lionstone CFO ONE,Lionstone CFO ONE,,Lionstone Investments,Diversified Alternatives,Multi-Strategy,2006,,USD,383241893.562511,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Lionstone CFO ONE / Fair Market Value,,ACTIVE,
FUND_0706,Lionstone CFO One Non Mandate,Lionstone CFO One Non Mandate,,Lionstone Investments,Diversified Alternatives,Multi-Strategy,2011,,USD,203970311.817392,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Lionstone CFO One Non Mandate / Fair Market Value,,ACTIVE,
FUND_0707,Lionstone Westloop,Lionstone Westloop,,Lionstone Investments,Diversified Alternatives,Multi-Strategy,2003,,USD,434977552.118215,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Lionstone Westloop / Fair Market Value,,ACTIVE,
FUND_0708,"Littlejohn Fund IV, L.P.","Littlejohn Fund IV, L.P.",,"Littlejohn & Co., LLC",Secondary Investments,Multi-Strategy,2020,,USD,333830060.245974,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / Littlejohn Fund IV, L.P. / Cost",,ACTIVE,
FUND_0709,"Littlejohn Fund V, L.P.","Littlejohn Fund V, L.P.",,"Littlejohn & Co., LLC",Secondary Investments,Multi-Strategy,2014,,USD,477681755.234977,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / Littlejohn Fund V, L.P. / Cost",,ACTIVE,
FUND_0710,Lone Star Fund I,Lone Star Fund I,,"Lone Star Global Acquisitions, Ltd.",Diversified Alternatives,Multi-Strategy,1996,,USD,395993906.091835,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Lone Star Fund I / Capital Commitment,,ACTIVE,
FUND_0711,Lone Star Fund II,Lone Star Fund II,,"Lone Star Global Acquisitions, Ltd.",Diversified Alternatives,Multi-Strategy,1998,,USD,279170412.119910,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Lone Star Fund II / Capital Commitment,,ACTIVE,
