standardized_fund_name,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
"New Mountain Partners IV, L.P.","New Mountain Capital, LLC","WEB_MANAGER: https://www.newmountaincapital.com/new-mountain-closes-4-13-billion-private-equity-fund/ | New Mountain Capital announced the final closing of New Mountain Partners IV, L.P. at $4.13 billion.",New Mountain Capital,"WEB_MANAGER: https://www.newmountaincapital.com/new-mountain-closes-4-13-billion-private-equity-fund | New Mountain Capital announced the final closing of its fourth private equity fund, New Mountain Partners IV, L.P.","New Mountain Capital, LLC","FAMILY New Mountain: WEB_MANAGER: https://www.newmountaincapital.com/new-mountain-closes-4-13-billion-private-equity-fund/ | New Mountain Capital announced the final closing of New Mountain Partners IV, L.P. at $4.13 billion."
"New Mountain Partners V, L.P.",,,,,"New Mountain Capital, LLC","FAMILY New Mountain: WEB_MANAGER: https://www.newmountaincapital.com/new-mountain-closes-4-13-billion-private-equity-fund/ | New Mountain Capital announced the final closing of New Mountain Partners IV, L.P. at $4.13 billion."
"New Mountain SRC Rollover Fund, L.P.",,,,,"New Mountain Capital, LLC","FAMILY New Mountain: WEB_MANAGER: https://www.newmountaincapital.com/new-mountain-closes-4-13-billion-private-equity-fund/ | New Mountain Capital announced the final closing of New Mountain Partners IV, L.P. at $4.13 billion."
"NewView Capital Fund I, L.P.",,,,,NewView Capital,"WEB_MANAGER: https://www.prnewswire.com/news-releases/newview-capital-debuts-with-1-35b-fund-and-new-model-to-drive-success-of-growth-stage-companies-300758627.html | Press release announces NewView Capital's debut $1.35B fund, founded by Ravi Viswanathan, former NEA General Partner.  [AUTO: identical]"
NEXT COAST VENTURES III LP,,,,,Next Coast Ventures,WEB_MANAGER: https://www.nextcoastventures.com | Next Coast Ventures' own site names it as the Austin venture capital firm behind its numbered fund series.  [AUTO: identical]
NGP Agribusiness Follow-on Program,,,,,"NGP Energy Capital Management, L.L.C.","FAMILY NGP: WEB_MANAGER: https://www.carlyle.com/media-room/news-release-archive/ngp-energy-capital-management-closes-5325-billion-private-equity | NGP Energy Capital Management LLC closed NGP Natural Resources XI LP with $5.325 billion of commitments, continuing its Natural Gas Partners investment platform.  [AUTO: NGP Energy Capital Management, LLC = NGP Energy Capital Management, L.L.C.]"
NGP Natural Resources X,,,,,"NGP Energy Capital Management, L.L.C.","FAMILY NGP: WEB_MANAGER: https://www.carlyle.com/media-room/news-release-archive/ngp-energy-capital-management-closes-5325-billion-private-equity | NGP Energy Capital Management LLC closed NGP Natural Resources XI LP with $5.325 billion of commitments, continuing its Natural Gas Partners investment platform.  [AUTO: NGP Energy Capital Management, LLC = NGP Energy Capital Management, L.L.C.]"
NGP Natural Resources XI,,,,,"NGP Energy Capital Management, L.L.C.","FAMILY NGP: WEB_MANAGER: https://www.carlyle.com/media-room/news-release-archive/ngp-energy-capital-management-closes-5325-billion-private-equity | NGP Energy Capital Management LLC closed NGP Natural Resources XI LP with $5.325 billion of commitments, continuing its Natural Gas Partners investment platform.  [AUTO: NGP Energy Capital Management, LLC = NGP Energy Capital Management, L.L.C.]"
NGP Natural Resources XII,,,,,"NGP Energy Capital Management, L.L.C.","FAMILY NGP: WEB_MANAGER: https://www.carlyle.com/media-room/news-release-archive/ngp-energy-capital-management-closes-5325-billion-private-equity | NGP Energy Capital Management LLC closed NGP Natural Resources XI LP with $5.325 billion of commitments, continuing its Natural Gas Partners investment platform.  [AUTO: NGP Energy Capital Management, LLC = NGP Energy Capital Management, L.L.C.]"
NGP Royalty Partners,,,,,"NGP Energy Capital Management, L.L.C.","FAMILY NGP: WEB_MANAGER: https://www.carlyle.com/media-room/news-release-archive/ngp-energy-capital-management-closes-5325-billion-private-equity | NGP Energy Capital Management LLC closed NGP Natural Resources XI LP with $5.325 billion of commitments, continuing its Natural Gas Partners investment platform.  [AUTO: NGP Energy Capital Management, LLC = NGP Energy Capital Management, L.L.C.]"
NGP Royalty Partners Co-Investment Side Car,,,,,"NGP Energy Capital Management, L.L.C.","FAMILY NGP: WEB_MANAGER: https://www.carlyle.com/media-room/news-release-archive/ngp-energy-capital-management-closes-5325-billion-private-equity | NGP Energy Capital Management LLC closed NGP Natural Resources XI LP with $5.325 billion of commitments, continuing its Natural Gas Partners investment platform.  [AUTO: NGP Energy Capital Management, LLC = NGP Energy Capital Management, L.L.C.]"
NGP Royalty Partners Fund II,,,,,"NGP Energy Capital Management, L.L.C.","FAMILY NGP: WEB_MANAGER: https://www.carlyle.com/media-room/news-release-archive/ngp-energy-capital-management-closes-5325-billion-private-equity | NGP Energy Capital Management LLC closed NGP Natural Resources XI LP with $5.325 billion of commitments, continuing its Natural Gas Partners investment platform.  [AUTO: NGP Energy Capital Management, LLC = NGP Energy Capital Management, L.L.C.]"
NGP Royalty Partners II Co-Investment Side Car,,,,,"NGP Energy Capital Management, L.L.C.","FAMILY NGP: WEB_MANAGER: https://www.carlyle.com/media-room/news-release-archive/ngp-energy-capital-management-closes-5325-billion-private-equity | NGP Energy Capital Management LLC closed NGP Natural Resources XI LP with $5.325 billion of commitments, continuing its Natural Gas Partners investment platform.  [AUTO: NGP Energy Capital Management, LLC = NGP Energy Capital Management, L.L.C.]"
Njord SCSp,,,,,Njord Partners LLP,WEB_MANAGER: https://njordpartners.com/uk-regulatory-disclosures/ | Njord is an independent investment advisory firm which is the alternative investment manager of Njord Partners SMA Seal LP and the investment adviser in respect of Njord Partners Special Situations Fund II SLP (SCSp).  [AUTO: Njord Partners LLP = Njord Partners]
"North Bridge Growth Equity II, L.P.",,,,,"Guidepost Growth Equity Management Company, L.P.","WEB_MANAGER: https://privatefunddata.com/private-funds/north-bridge-growth-equity-ii-lp/ | North Bridge Growth Equity II, L.P. is managed by Guidepost Growth Equity Management Company, L.P.  [AUTO: Guidepost Growth Equity Management Company, L.P. = Guidepost Growth Equity]"
"North Haven Infrastructure Partners II, L.P.",,,,,Morgan Stanley Infrastructure Partners,"WEB_MANAGER: https://www.morganstanley.com/im/en-au/institutional-investor/insights/press-release/ms-nhip-iii-close.html | Morgan Stanley Infrastructure Partners (MSIP), the private infrastructure investment team within Morgan Stanley Investment Management, sponsors the North Haven Infrastructure Partners fund series.  [AUTO: Morgan Stanley Infrastructure Inc. = Morgan Stanley Infrastructure Partners]"
Northern Shipping Fund III,,,,,Northern Shipping Fund Management LLC,FAMILY Northern Shipping: WEB_MANAGER: https://www.prnewswire.com/news-releases/northern-shipping-fund-management-llc-announces-final-closing-of-northern-shipping-fund-iv-lp-301235821.html | Northern Shipping Fund Management LLC announced the final closing of Northern Shipping Fund IV LP.  [AUTO: identical]
Northern Shipping Fund IV,,,,,Northern Shipping Fund Management LLC,FAMILY Northern Shipping: WEB_MANAGER: https://www.prnewswire.com/news-releases/northern-shipping-fund-management-llc-announces-final-closing-of-northern-shipping-fund-iv-lp-301235821.html | Northern Shipping Fund Management LLC announced the final closing of Northern Shipping Fund IV LP.  [AUTO: identical]
"Northwest Technology Ventures, L.P.",Northwest Technology Ventures,"WEB_MANAGER: https://www.nwtechventures.com/ | Northwest Technology Ventures is a venture capital firm founded in 2002, based in Portland, Oregon, a formation-stage fund for seed and early-stage investments.",,,Northwest Technology Ventures,"WEB_MANAGER: https://www.nwtechventures.com/ | Northwest Technology Ventures is a venture capital firm founded in 2002, based in Portland, Oregon, a formation-stage fund for seed and early-stage investments."
"Norwest Mezzanine Partners III, LP",,,,,"Norwest Capital Advisors, LLC","FAMILY Norwest Mezzanine Partners: WEB_MANAGER: https://www.kirkland.com/news/press-release/2023/10/kirkland-advises-norwest-equity-partners-on-separation-from-wells-fargo | Norwest Equity Partners and Norwest Mezzanine Partners now operate as one independent SEC-registered investment adviser, Norwest Capital Advisors, following separation from Wells Fargo.  [AUTO: Norwest Capital Advisors, LLC = Norwest Capital Advisors]"
Norwest Mezzanine Partners IV,,,,,"Norwest Capital Advisors, LLC","FAMILY Norwest Mezzanine Partners: WEB_MANAGER: https://www.kirkland.com/news/press-release/2023/10/kirkland-advises-norwest-equity-partners-on-separation-from-wells-fargo | Norwest Equity Partners and Norwest Mezzanine Partners now operate as one independent SEC-registered investment adviser, Norwest Capital Advisors, following separation from Wells Fargo.  [AUTO: Norwest Capital Advisors, LLC = Norwest Capital Advisors]"
"Norwest Mezzanine Partners V-A, LP",,,,,"Norwest Capital Advisors, LLC","FAMILY Norwest Mezzanine Partners: WEB_MANAGER: https://www.kirkland.com/news/press-release/2023/10/kirkland-advises-norwest-equity-partners-on-separation-from-wells-fargo | Norwest Equity Partners and Norwest Mezzanine Partners now operate as one independent SEC-registered investment adviser, Norwest Capital Advisors, following separation from Wells Fargo.  [AUTO: Norwest Capital Advisors, LLC = Norwest Capital Advisors]"
Nuveen U.S. Cities Industrial Fund,,,,,Nuveen Real Estate,FAMILY Nuveen: WEB_MANAGER: https://www.businesswire.com/news/home/20200304005538/en/Nuveen-Real-Estate%E2%80%99s-U.S.-Cities-Industrial-Fund | Nuveen Real Estate's U.S. Cities Industrial Fund raised $660 million from institutional investors.  [AUTO: identical]
Nuveen U.S. Cities Multifamily Fund,,,,,Nuveen Real Estate,FAMILY Nuveen: WEB_MANAGER: https://www.businesswire.com/news/home/20200304005538/en/Nuveen-Real-Estate%E2%80%99s-U.S.-Cities-Industrial-Fund | Nuveen Real Estate's U.S. Cities Industrial Fund raised $660 million from institutional investors.  [AUTO: identical]
O'Connor North American Property Partners II L.P.,O'Connor Capital Partners,WEB_MANAGER: https://oconnorcp.com/who-we-are/ | O'Connor North American Property Partners II is a 2007 vintage real estate fund managed by O'Connor Capital Partners.,,,O'Connor Capital Partners,FAMILY O'Connor: WEB_MANAGER: https://oconnorcp.com/who-we-are/ | O'Connor North American Property Partners II is a 2007 vintage real estate fund managed by O'Connor Capital Partners.
"O'Connor North American Property Partners, L.P.",O'Connor Capital Partners,WEB_MANAGER: https://oconnorcp.com/who-we-are/ | O'Connor North American Property Partners II is a 2007 vintage real estate fund managed by O'Connor Capital Partners.,,,O'Connor Capital Partners,FAMILY O'Connor: WEB_MANAGER: https://oconnorcp.com/who-we-are/ | O'Connor North American Property Partners II is a 2007 vintage real estate fund managed by O'Connor Capital Partners.
"Oak Investment Partners XII, Limited Partnership",,,,,Oak Investment Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/10926-19F | Oak Investment Partners XII is a 2006 vintage venture capital fund managed by Oak Investment Partners.  [AUTO: identical]
"Oaktree Opportunities Fund IX (Cayman), L.P.",,,,,"Oaktree Capital Management, L.P.",FAMILY Oaktree: WEB_MANAGER: https://pitchbook.com/profiles/fund/13441-51F | Oaktree Opportunities Fund IX is a 2014 vintage distressed debt fund managed by Oaktree Capital Management.  [AUTO: identical]
Oaktree Opportunities Fund VIII (Cayman) Ltd.,,,,,"Oaktree Capital Management, L.P.",FAMILY Oaktree: WEB_MANAGER: https://pitchbook.com/profiles/fund/13441-51F | Oaktree Opportunities Fund IX is a 2014 vintage distressed debt fund managed by Oaktree Capital Management.  [AUTO: identical]
"Oaktree Private Investment Fund 2010, L.P.",,,,,"Oaktree Capital Management, L.P.",FAMILY Oaktree: WEB_MANAGER: https://pitchbook.com/profiles/fund/13441-51F | Oaktree Opportunities Fund IX is a 2014 vintage distressed debt fund managed by Oaktree Capital Management.  [AUTO: identical]
"Oaktree RE Oppo Fund A, LP",,,,,"Oaktree Capital Management, L.P.",FAMILY Oaktree: WEB_MANAGER: https://pitchbook.com/profiles/fund/13441-51F | Oaktree Opportunities Fund IX is a 2014 vintage distressed debt fund managed by Oaktree Capital Management.  [AUTO: identical]
"OceanSound Partners Fund, LP",,,,,"OceanSound Partners, LP","FAMILY OceanSound: WEB_MANAGER: https://oceansoundpartners.com/ | OceanSound Partners, LP is a New York-based private equity firm that serves as sponsor and general partner for its OceanSound Partners Fund vehicles.  [AUTO: OceanSound Partners = OceanSound Partners, LP]"
"OceanSound SMX Rollover AIV, L.P.",,,,,"OceanSound Partners, LP","FAMILY OceanSound: WEB_MANAGER: https://oceansoundpartners.com/ | OceanSound Partners, LP is a New York-based private equity firm that serves as sponsor and general partner for its OceanSound Partners Fund vehicles.  [AUTO: OceanSound Partners = OceanSound Partners, LP]"
Och-Ziff Real Estate Fund III,,,,,Och-Ziff Real Estate Advisors LP,"WEB_MANAGER: https://aum13f.com/fund/sculptor-real-estate-fund-iii-lp | Director: Och-Ziff Real Estate Capital III LP - General Partner, Och-Ziff Real Estate Advisors LP - Investment Manager."
"Odyssey Investment Partners Fund V, LP",,,,,"Odyssey Investment Partners, LLC","WEB_MANAGER: https://www.odysseyinvestment.com/news/odyssey-investment-partners-closes-2-billion-fifth-investment-fund | Odyssey Investment Partners, LLC (""Odyssey"") today announced the final closing of Odyssey Investment Partners Fund V, LP (""Fund V""), a $2 billion private equity fund.  [AUTO: identical]"
"OEP VI Feeder (Cayman), L.P.",,,,,"OEP VI General Partner, L.P.","WEB_MANAGER: https://13f.info/form-d/0001629907-oep-vi-feeder-cayman-l-p | SEC Form D filing for OEP VI Feeder (Cayman), L.P. lists OEP VI General Partner, L.P. as a related person of the issuer."
Offshore Feeder,,,,,Bear Stearns Asset Management,FAMILY Bear Stearns High Grade Structured Credit Strategies Fund: WEB_MANAGER: https://www.sec.gov/news/press/2008/2008-115.htm | SEC press release describes Ralph Cioffi as senior portfolio manager for the Bear Stearns High-Grade Structured Credit Strategies Fund within Bear Stearns Asset Management.  [AUTO: one-sided] [FAMILY: applied to the three feeder vehicles printed under the same named fund.]
"One Equity Partners VIII, L.P.",,,,,"OEP Capital Advisors, L.P.","WEB_MANAGER: https://aum13f.com/fund/one-equity-partners-viii-lp | OEP Capital Advisors, L.P. is the Investment Adviser to the Issuer, One Equity Partners VIII, L.P.  [AUTO: identical]"
Onex Partners IV LP,,,,,Onex Partners Manager LP,"WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-74110/ONEX-PARTNERS-MANAGER-LP | The Manager serves as investment manager of and provides administrative services to the Onex Partners Funds, to the special purpose vehicles established to implement certain of their investments, and to certain co-investment vehicles.  [AUTO: identical]"
