lookup_key,lookup_kind,member_count,member_funds,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
Core Property Index Trust,fund,1,Core Property Index Trust,,WEB_MANAGER: no public manager match found,"IDR Investment Management, LLC","WEB_MANAGER: https://radientanalytics.com/firm/adv/idr-investment-management-llc-286208 | IDR serves as the investment adviser to private pooled investment vehicles, including the Core Property Index Trust and Core Property Index Fund, LLC.","IDR Investment Management, LLC","WEB_MANAGER: https://radientanalytics.com/firm/adv/idr-investment-management-llc-286208 | IDR serves as the investment adviser to private pooled investment vehicles, including the Core Property Index Trust and Core Property Index Fund, LLC.  [AUTO: one-sided]"
"Cornerstone Patriot Fund, L.P.",fund,1,"Cornerstone Patriot Fund, L.P.",,,,,Cornerstone Real Estate Advisers LLC,"WEB_MANAGER: https://www.pa.gov/content/dam/copapwp-pagov/en/psers/documents/board3/resolutions/2007/cornerstone.pdf | Cornerstone Patriot Fund GP, LLC is the general partner of the Fund, 100% owned by Cornerstone Real Estate Advisers LLC."
"Court Square Capital Partners (Offshore) III, L.P.",fund,1,"Court Square Capital Partners (Offshore) III, L.P.","Court Square Capital Management, L.P.","WEB_MANAGER: https://www.courtsquare.com/ | Court Square's own site and its SEC-registered adviser record identify Court Square Capital Management, L.P. as manager of the Court Square Capital Partners fund family, including Offshore III.",Court Square Capital Management LP,WEB_MANAGER: https://aum13f.com/fund/court-square-capital-partners-offshore-iii-lp | AUM 13F lists Court Square Capital Management LP as the firm for Court Square Capital Partners Offshore III LP.,"Court Square Capital Management, L.P.","WEB_MANAGER: https://www.courtsquare.com/ | Court Square's own site and its SEC-registered adviser record identify Court Square Capital Management, L.P. as manager of the Court Square Capital Partners fund family, including Offshore III.  [AUTO: Court Square Capital Management, L.P. = Court Square Capital Management LP]"
"Crestview Partners II, L.P.",fund,1,"Crestview Partners II, L.P.",Crestview Partners,"WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1303183/000095010308000362/dp08626_ex9901.htm | SEC filing is signed by Crestview Partners GP, LP as general partner of Crestview Partners II, L.P.",Crestview Partners,"WEB_MANAGER: https://www.pa.gov/content/dam/copapwp-pagov/en/psers/documents/board3/resolutions/2007/crestview.pdf | PSERS' board resolution describes Crestview Partners II, LP as the $2.5 billion successor fund raised by Crestview, with the general partner committing $150 million to Fund II.",Crestview Partners,"WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1303183/000095010308000362/dp08626_ex9901.htm | SEC filing is signed by Crestview Partners GP, LP as general partner of Crestview Partners II, L.P.  [AUTO: identical]"
"Crow Retail Fund II, L.P.",fund,1,"Crow Retail Fund II, L.P.",Crow Holdings Capital,WEB_MANAGER: https://www.prnewswire.com/news-releases/crow-holdings-capital-closes-retail-fund-ii-at-417-million-300357747.html | Crow Holdings Capital's own release announced it closed Retail Fund II at $417 million.,Crow Holdings Capital,WEB_MANAGER: https://www.prnewswire.com/news-releases/crow-holdings-capital-closes-retail-fund-ii-at-417-million-300357747.html | Crow Holdings Capital - Real Estate announced the successful closing of Crow Holdings Retail Fund II with $417 million in capital commitments.,Crow Holdings Capital,WEB_MANAGER: https://www.prnewswire.com/news-releases/crow-holdings-capital-closes-retail-fund-ii-at-417-million-300357747.html | Crow Holdings Capital's own release announced it closed Retail Fund II at $417 million.  [AUTO: identical]
Cube Infrastructure Fund III,fund,1,Cube Infrastructure Fund III,Cube Infrastructure Managers,WEB_MANAGER: https://www.cubeinfrastructure.com/news/cube-infrastructure-managers-closes-cube-infrastructure-fund-iii-at-e1-35-billion/ | Cube Infrastructure Managers' own release announced the final close of Cube Infrastructure Fund III at EUR 1.35 billion.,Cube Infrastructure Managers,WEB_MANAGER: https://www.cubeinfrastructure.com/news/cube-infrastructure-managers-closes-cube-infrastructure-fund-iii-at-e1-35-billion | Cube Infrastructure Managers announced the final close of its Cube Infrastructure Fund III with total fund commitments of EUR1.35 billion.,Cube Infrastructure Managers,WEB_MANAGER: https://www.cubeinfrastructure.com/news/cube-infrastructure-managers-closes-cube-infrastructure-fund-iii-at-e1-35-billion/ | Cube Infrastructure Managers' own release announced the final close of Cube Infrastructure Fund III at EUR 1.35 billion.  [AUTO: identical]
Cube Salem Co-Investment,fund,1,Cube Salem Co-Investment,,WEB_MANAGER: no public manager match found,Cube Infrastructure Managers,"WEB_MANAGER: https://www.oregon.gov/treasury/invested-for-oregon/Documents/Invested-for-OR-Performance-and-Holdings/2024/FOIA-Q3-2023-OPERF-Real-Assets.pdf | Oregon PERF's real assets holdings list Cube Salem Co-Investment directly alongside Cube Infrastructure Fund III, the flagship vehicle of manager Cube Infrastructure Managers.",Cube Infrastructure Managers,"WEB_MANAGER: https://www.oregon.gov/treasury/invested-for-oregon/Documents/Invested-for-OR-Performance-and-Holdings/2024/FOIA-Q3-2023-OPERF-Real-Assets.pdf | Oregon PERF's real assets holdings list Cube Salem Co-Investment directly alongside Cube Infrastructure Fund III, the flagship vehicle of manager Cube Infrastructure Managers.  [AUTO: one-sided]"
Cybersecurity Investment Fund,fund,1,Cybersecurity Investment Fund,,,,,Maryland Technology Development Corporation,WEB_MANAGER: https://www.tedcomd.com/news-events/press-releases/2015/tedco-invests-3-maryland-cybersecurity-startups | TEDCO announced that three Maryland companies received funding from its Cybersecurity Investment Fund.
"DB SAF C Strategic Partners, LP",fund,1,"DB SAF C Strategic Partners, LP",DigitalBridge,WEB_MANAGER: https://irei.com/news/calpers-committed-1-25b-to-2-infrastructure-funds-in-first-quarter/ | Reporting on CalPERS commitments states DB SAF (DigitalBridge Strategic Assets Fund) is managed by DigitalBridge.,,WEB_MANAGER: no public manager match found,DigitalBridge,WEB_MANAGER: https://irei.com/news/calpers-committed-1-25b-to-2-infrastructure-funds-in-first-quarter/ | Reporting on CalPERS commitments states DB SAF (DigitalBridge Strategic Assets Fund) is managed by DigitalBridge.  [AUTO: one-sided]
"DCP C Strategic Partners, LP",fund,1,"DCP C Strategic Partners, LP",DigitalBridge,"WEB_MANAGER: https://www.calpers.ca.gov/documents/perf-portfolio-partnership-report-as-of-june-30-2025/download | CalPERS portfolio reporting lists DCP C Strategic Partners, LP among its DigitalBridge-managed partnerships alongside DigitalBridge Partners II and III.",,WEB_MANAGER: no public manager match found,DigitalBridge,"WEB_MANAGER: https://www.calpers.ca.gov/documents/perf-portfolio-partnership-report-as-of-june-30-2025/download | CalPERS portfolio reporting lists DCP C Strategic Partners, LP among its DigitalBridge-managed partnerships alongside DigitalBridge Partners II and III.  [AUTO: one-sided]"
"DFJ Frontier Fund II, L.P.",fund,1,"DFJ Frontier Fund II, L.P.",,,,,DFJ Frontier,"WEB_MANAGER: https://www.businesswire.com/news/home/20080530005589/en/Draper-Fisher-Jurvetson-DFJ-Frontier-Zone-Ventures | DFJ Frontier is an affiliate of Draper Fisher Jurvetson, a venture capital fund investing in early stage technology companies on the West Coast."
"DW Life Sciences Partners, LLC",fund,1,"DW Life Sciences Partners, LLC",,WEB_MANAGER: no public manager match found,Divco West Real Estate Services LLC,WEB_MANAGER: https://aum13f.com/fund/dw-life-sciences-partners-llc | AUM 13F lists Divco West Real Estate Services LLC as the firm for DW Life Sciences Partners LLC.,Divco West Real Estate Services LLC,WEB_MANAGER: https://aum13f.com/fund/dw-life-sciences-partners-llc | AUM 13F lists Divco West Real Estate Services LLC as the firm for DW Life Sciences Partners LLC.  [AUTO: one-sided]
DW-Columbia Perfco LP,fund,1,DW-Columbia Perfco LP,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
Digital Colony Partners,fund,1,Digital Colony Partners,"Digital Colony Management, LLC","WEB_MANAGER: https://www.prnewswire.com/news-releases/digital-colony-announces-closing-of-inaugural-fund-at-4-05-billion-300862427.html | Digital Colony's own release states Digital Colony Management, LLC announced the final closing of its inaugural fund, Digital Colony Partners, LP, at $4.05 billion.","Digital Colony Management, LLC","WEB_MANAGER: https://www.prnewswire.com/news-releases/digital-colony-announces-closing-of-inaugural-fund-at-4-05-billion-300862427.html | Digital Colony Management, LLC announced the final closing of its inaugural fund, Digital Colony Partners, LP, with $4.05 billion in commitments.","Digital Colony Management, LLC","WEB_MANAGER: https://www.prnewswire.com/news-releases/digital-colony-announces-closing-of-inaugural-fund-at-4-05-billion-300862427.html | Digital Colony's own release states Digital Colony Management, LLC announced the final closing of its inaugural fund, Digital Colony Partners, LP, at $4.05 billion.  [AUTO: identical]"
EMR Capital Resources Fund II,fund,1,EMR Capital Resources Fund II,EMR Capital,"WEB_MANAGER: https://www.emrcapital.com | EMR Capital's own site names it the Melbourne-based specialist resources private equity manager behind the EMR Capital fund series, including Fund II.",EMR Capital,"WEB_MANAGER: https://www.emrcapital.com | EMR Capital is a specialist resources private equity manager based in Melbourne, Australia, whose fund series includes EMR Capital Resources Fund II.",EMR Capital,"WEB_MANAGER: https://www.emrcapital.com | EMR Capital's own site names it the Melbourne-based specialist resources private equity manager behind the EMR Capital fund series, including Fund II.  [AUTO: identical]"
ESCALATE CAPITAL I LP,fund,1,ESCALATE CAPITAL I LP,Escalate Capital Partners,WEB_MANAGER: https://escalatecapital.com | Escalate Capital Partners' own site names it the Austin-based firm behind the Escalate Capital fund series.,Escalate Capital Partners,"WEB_MANAGER: https://escalatecapital.com | Escalate Capital Partners, founded in 2005 and headquartered in Austin, Texas, is a private credit and growth equity investment firm that raises funds under the Escalate Capital name (its fifth fund, Escalate Capital V, LP, closed in 2025).",Escalate Capital Partners,WEB_MANAGER: https://escalatecapital.com | Escalate Capital Partners' own site names it the Austin-based firm behind the Escalate Capital fund series.  [AUTO: identical]
"Early Stage Partners Fund II, L.P.",fund,1,"Early Stage Partners Fund II, L.P.",,,,,Early Stage Partners,"WEB_MANAGER: https://www.esplp.com/ | Early Stage Partners is a venture capital investment firm based in Cleveland, Ohio, which serves as the general partner for ESP Fund II, launched in 2008."
"Ecotrust Forests II, LLC",fund,1,"Ecotrust Forests II, LLC",,,,,EFM Investments & Advisory,"WEB_MANAGER: https://missioninvestors.org/resources/investment-ecotrust-forest-fund-ii | Ecotrust Forests II is a timber fund managed by EFM Investments & Advisory (Ecotrust Forest Management), not Ecotrust itself."
"Edgewood Partners, L.P.",fund,1,"Edgewood Partners, L.P.",Hamilton Lane,"WEB_MANAGER: https://www.erb.nm.gov/wp-content/uploads/2024/06/2023-Q4-Real-Estate-and-Natural-Resources-Report.pdf | New Mexico ERB's real estate report lists Hamilton Lane as general partner of the Edgewood Partners fund series, consistent with SEC filings signed by HL Edgewood GP LLC.",HL Edgewood GP LLC,"WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1803491/000139834422014100/fp0077352_40app.htm | An SEC exemptive filing lists Edgewood Partners LP signing by HL Edgewood GP LLC, its general partner, among funds advised by Hamilton Lane Advisors, L.L.C.",Hamilton Lane,"WEB_MANAGER: https://www.erb.nm.gov/wp-content/uploads/2024/06/2023-Q4-Real-Estate-and-Natural-Resources-Report.pdf | New Mexico ERB's real estate report lists Hamilton Lane as general partner of the Edgewood Partners fund series, consistent with SEC filings signed by HL Edgewood GP LLC."
Elevate Capital Fund II,fund,1,Elevate Capital Fund II,,,,,Elevate Capital,WEB_MANAGER: https://pitchbook.com/profiles/fund/17227-27F | PitchBook: Elevate Capital Fund II is a 2020 vintage early-stage venture capital fund managed by Elevate Capital.
Eli Whitney Fund,fund,1,Eli Whitney Fund,,,,,Connecticut Innovations,WEB_MANAGER: https://unicorn-nest.com/funds/eli-whitney-fund/ | The Eli Whitney Fund is an early stage venture capital fund managed by Connecticut Innovations; Connecticut Innovations Inc is listed as the fund manager.
"Emerging Market Fund, LLC",fund,1,"Emerging Market Fund, LLC",,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"Endeavour Capital Fund III, L.P.",fund,1,"Endeavour Capital Fund III, L.P.",,,,,Endeavour Capital,"WEB_MANAGER: https://www.crunchbase.com/organization/endeavour-capital | Endeavour Capital Fund III is a 2000 vintage buyout fund managed by Endeavour Capital, a private equity firm founded in 1991."
Endless Fund IV A LP,fund,1,Endless Fund IV A LP,Endless LLP,WEB_MANAGER: https://www.privateequityinternational.com/endless-closes-fund-iv-on-525m | Private Equity International reported Endless LLP closed its Fund IV at GBP 525 million.,Endless LLP,WEB_MANAGER: https://www.privateequityinternational.com/endless-closes-fund-iv-on-525m | Private Equity International reports that UK private equity firm Endless closed Fund IV on GBP525 million.,Endless LLP,WEB_MANAGER: https://www.privateequityinternational.com/endless-closes-fund-iv-on-525m | Private Equity International reported Endless LLP closed its Fund IV at GBP 525 million.  [AUTO: identical]
"Enlightened Hospitality Investments, L.P.",fund,1,"Enlightened Hospitality Investments, L.P.",,,,,Enlightened Hospitality Investments,WEB_MANAGER: https://www.prnewswire.com/news-releases/enlightened-hospitality-investments-closes-second-fund-above-300m-target-301456773.html | Enlightened Hospitality Investments (EHI) is a strategic investment manager affiliated with Danny Meyer's Union Square Hospitality Group.
"Equistone Partners Europe Fund IV ""E"" L.P.",fund,1,"Equistone Partners Europe Fund IV ""E"" L.P.",Equistone Partners Europe,"WEB_MANAGER: https://www.equistonepe.com/home | Equistone Partners Europe's own site names it the London-headquartered manager of Equistone Partners Europe Fund IV, with total commitments of EUR 1.5 billion.",Equistone Partners Europe Limited,"WEB_MANAGER: https://aum13f.com/fund/equistone-partners-europe-fund-iv-c-lp | AUM 13F lists Equistone Partners Europe Limited as the firm, with Equistone General Partner IV LP as director, for the parallel Equistone Partners Europe Fund IV vehicles.",Equistone Partners Europe Limited,"WEB_MANAGER: https://aum13f.com/fund/equistone-partners-europe-fund-iv-c-lp | AUM 13F lists Equistone Partners Europe Limited as the firm, with Equistone General Partner IV LP as director, for the parallel Equistone Partners Europe Fund IV vehicles.  [AUTO: Equistone Partners Europe = Equistone Partners Europe Limited]"
